supplier,region,postcode,scraped_at,tariff_name,product_code,elec_unit_rate_p,elec_standing_p,gas_unit_rate_p,gas_standing_p,exit_fee,is_variable,is_green,elec_only
octopus,North Wales & Merseyside,L3 2BN,2026-02-09T19:01:41.592733,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,68.34114,,,£0,False,False,True
octopus,West Midlands,SY2 6HL,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,51.80868,,,£0,False,False,True
octopus,North East,NE2 1UY,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,58.21221,,,£0,False,False,True
octopus,North West,PR4 2NB,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,49.605045,,,£0,False,False,True
octopus,Southern,BH6 4AS,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,43.822905,,,£0,False,False,True
octopus,South East,BN2 7HQ,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,47.07927,,,£0,False,False,True
octopus,South Wales,CF14 2DY,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,49.797825,,,£0,False,False,True
octopus,South West,PL9 7BS,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,53.70435,,,£0,False,False,True
octopus,Yorkshire,YO31 1DT,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,57.15927,,,£0,False,False,True
octopus,South Scotland,G20 6NQ,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,56.595525,,,£0,False,False,True
octopus,North Scotland,AB24 3EN,2026-02-09T19:01:41.593764,Intelligent Octopus Go 12M Fixed,INTELLI-FIX-12M-25-08-29,7.00035,60.993975,,,£0,False,False,True
octopus,Eastern,IP4 5ET,2026-02-09T19:01:51.415286,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,24.126585,48.388515,,,£0,True,False,True
octopus,East Midlands,DE23 6JJ,2026-02-09T19:01:51.415286,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,22.77324,48.31659,,,£0,True,False,True
octopus,London,N5 2SD,2026-02-09T19:01:51.415286,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,24.62859,45.465735,,,£0,True,False,True
octopus,North Wales & Merseyside,L3 2BN,2026-02-09T19:01:51.415286,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,24.26739,69.026055,,,£0,True,False,True
octopus,West Midlands,SY2 6HL,2026-02-09T19:01:51.415286,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,22.845165,52.493595,,,£0,True,False,True
octopus,North East,NE2 1UY,2026-02-09T19:01:51.415286,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,22.19448,58.897125,,,£0,True,False,True
octopus,North West,PR4 2NB,2026-02-09T19:01:51.416313,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,23.8896,50.28996,,,£0,True,False,True
octopus,Southern,BH6 4AS,2026-02-09T19:01:51.416313,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,23.56536,44.50782,,,£0,True,False,True
octopus,South East,BN2 7HQ,2026-02-09T19:01:51.416313,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,24.12858,47.76429,,,£0,True,False,True
octopus,South Wales,CF14 2DY,2026-02-09T19:01:51.416313,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,23.42739,50.48274,,,£0,True,False,True
octopus,South West,PL9 7BS,2026-02-09T19:01:51.416313,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,23.11722,54.389265,,,£0,True,False,True
octopus,Yorkshire,YO31 1DT,2026-02-09T19:01:51.416313,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,22.557045,57.84429,,,£0,True,False,True
octopus,South Scotland,G20 6NQ,2026-02-09T19:01:51.416313,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,22.95741,57.28044,,,£0,True,False,True
octopus,North Scotland,AB24 3EN,2026-02-09T19:01:51.416313,Intelligent Octopus Flux Import,INTELLI-FLUX-IMPORT-23-07-14,23.79342,61.67889,,,£0,True,False,True
octopus,Eastern,IP4 5ET,2026-02-09T19:02:03.058377,Intelligent Octopus Go,INTELLI-VAR-24-10-29,29.198085,47.7036,,,£0,True,False,True
octopus,East Midlands,DE23 6JJ,2026-02-09T19:02:03.058377,Intelligent Octopus Go,INTELLI-VAR-24-10-29,28.12404,47.631675,,,£0,True,False,True
octopus,London,N5 2SD,2026-02-09T19:02:03.058377,Intelligent Octopus Go,INTELLI-VAR-24-10-29,28.209825,44.78082,,,£0,True,False,True
octopus,North Wales & Merseyside,L3 2BN,2026-02-09T19:02:03.058377,Intelligent Octopus Go,INTELLI-VAR-24-10-29,30.511425,68.34114,,,£0,True,False,True
octopus,West Midlands,SY2 6HL,2026-02-09T19:02:03.058377,Intelligent Octopus Go,INTELLI-VAR-24-10-29,28.223685,51.80868,,,£0,True,False,True
octopus,North East,NE2 1UY,2026-02-09T19:02:03.058377,Intelligent Octopus Go,INTELLI-VAR-24-10-29,27.985335,58.21221,,,£0,True,False,True
octopus,North West,PR4 2NB,2026-02-09T19:02:03.058377,Intelligent Octopus Go,INTELLI-VAR-24-10-29,29.836275,49.605045,,,£0,True,False,True
octopus,Southern,BH6 4AS,2026-02-09T19:02:03.058377,Intelligent Octopus Go,INTELLI-VAR-24-10-29,29.138445,43.822905,,,£0,True,False,True
octopus,South East,BN2 7HQ,2026-02-09T19:02:03.059359,Intelligent Octopus Go,INTELLI-VAR-24-10-29,29.627115,47.07927,,,£0,True,False,True
octopus,South Wales,CF14 2DY,2026-02-09T19:02:03.059359,Intelligent Octopus Go,INTELLI-VAR-24-10-29,29.533245,49.797825,,,£0,True,False,True
octopus,South West,PL9 7BS,2026-02-09T19:02:03.059359,Intelligent Octopus Go,INTELLI-VAR-24-10-29,29.52201,53.70435,,,£0,True,False,True
octopus,Yorkshire,YO31 1DT,2026-02-09T19:02:03.059359,Intelligent Octopus Go,INTELLI-VAR-24-10-29,27.878865,57.15927,,,£0,True,False,True
octopus,South Scotland,G20 6NQ,2026-02-09T19:02:03.059359,Intelligent Octopus Go,INTELLI-VAR-24-10-29,28.43358,56.595525,,,£0,True,False,True
octopus,North Scotland,AB24 3EN,2026-02-09T19:02:03.059359,Intelligent Octopus Go,INTELLI-VAR-24-10-29,29.778105,60.993975,,,£0,True,False,True
octopus,Eastern,IP4 5ET,2026-02-09T19:02:11.416944,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,29.198085,47.7036,,,£0,True,False,True
octopus,East Midlands,DE23 6JJ,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,28.12404,47.631675,,,£0,True,False,True
octopus,London,N5 2SD,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,28.209825,44.78082,,,£0,True,False,True
octopus,North Wales & Merseyside,L3 2BN,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,30.511425,68.34114,,,£0,True,False,True
octopus,West Midlands,SY2 6HL,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,28.223685,51.80868,,,£0,True,False,True
octopus,North East,NE2 1UY,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,27.985335,58.21221,,,£0,True,False,True
octopus,North West,PR4 2NB,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,29.836275,49.605045,,,£0,True,False,True
octopus,Southern,BH6 4AS,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,29.138445,43.822905,,,£0,True,False,True
octopus,South East,BN2 7HQ,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,29.627115,47.07927,,,£0,True,False,True
octopus,South Wales,CF14 2DY,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,29.533245,49.797825,,,£0,True,False,True
octopus,South West,PL9 7BS,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,29.52201,53.70435,,,£0,True,False,True
octopus,Yorkshire,YO31 1DT,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,27.878865,57.15927,,,£0,True,False,True
octopus,South Scotland,G20 6NQ,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,28.43358,56.595525,,,£0,True,False,True
octopus,North Scotland,AB24 3EN,2026-02-09T19:02:11.417974,Intelligent Octopus Go - EV Saver,INTELLI-VAR-OEV-24-07-17,29.778105,60.993975,,,£0,True,False,True
octopus,Eastern,IP4 5ET,2026-02-09T19:02:29.194413,Octopus 12M Fixed,OE-FIX-12M-26-02-06,25.60047,47.977125,5.532975,33.37593,£0,False,False,False
octopus,East Midlands,DE23 6JJ,2026-02-09T19:02:29.194413,Octopus 12M Fixed,OE-FIX-12M-26-02-06,24.64812,48.81135,5.50557,33.4593,£0,False,False,False
octopus,London,N5 2SD,2026-02-09T19:02:29.194413,Octopus 12M Fixed,OE-FIX-12M-26-02-06,24.68277,45.782205,5.74392,34.27914,£0,False,False,False
octopus,North Wales & Merseyside,L3 2BN,2026-02-09T19:02:29.194413,Octopus 12M Fixed,OE-FIX-12M-26-02-06,26.37348,69.673275,5.78592,34.141065,£0,False,False,False
octopus,West Midlands,SY2 6HL,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,24.74808,52.72659,5.55387,33.761385,£0,False,False,False
octopus,North East,NE2 1UY,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,24.74052,59.59044,5.62107,33.85347,£0,False,False,False
octopus,North West,PR4 2NB,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,25.207035,50.88258,5.37537,33.88224,£0,False,False,False
octopus,Southern,BH6 4AS,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,25.557525,44.349585,5.661075,33.188925,£0,False,False,False
octopus,South East,BN2 7HQ,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,25.853625,47.32119,5.573925,33.309675,£0,False,False,False
octopus,South Wales,CF14 2DY,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,26.09502,51.414825,5.78802,34.008765,£0,False,False,False
octopus,South West,PL9 7BS,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,26.09628,53.759265,5.85732,33.349995,£0,False,False,False
octopus,Yorkshire,YO31 1DT,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,24.40767,58.373595,5.65887,33.83037,£0,False,False,False
octopus,South Scotland,G20 6NQ,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,25.141515,56.27643,5.58957,33.951225,£0,False,False,False
octopus,North Scotland,AB24 3EN,2026-02-09T19:02:29.195411,Octopus 12M Fixed,OE-FIX-12M-26-02-06,25.56582,60.72381,5.50977,33.922455,£0,False,False,False
octopus,Eastern,IP4 5ET,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,48.388515,,,£0,True,False,True
octopus,East Midlands,DE23 6JJ,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,48.31659,,,£0,True,False,True
octopus,London,N5 2SD,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,45.465735,,,£0,True,False,True
octopus,North Wales & Merseyside,L3 2BN,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,69.026055,,,£0,True,False,True
octopus,West Midlands,SY2 6HL,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,52.493595,,,£0,True,False,True
octopus,North East,NE2 1UY,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,58.897125,,,£0,True,False,True
octopus,North West,PR4 2NB,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,50.28996,,,£0,True,False,True
octopus,Southern,BH6 4AS,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,44.50782,,,£0,True,False,True
octopus,South East,BN2 7HQ,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,47.76429,,,£0,True,False,True
octopus,South Wales,CF14 2DY,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,50.48274,,,£0,True,False,True
octopus,South West,PL9 7BS,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,54.389265,,,£0,True,False,True
octopus,Yorkshire,YO31 1DT,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,57.84429,,,£0,True,False,True
octopus,South Scotland,G20 6NQ,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,57.28044,,,£0,True,False,True
octopus,North Scotland,AB24 3EN,2026-02-09T19:02:38.349082,Snug Octopus,SNUG-24-11-07,8.99997,61.67889,,,£0,True,False,True
